"","Authors","Year","Title","Abstract","DOI"
"201","Anderson, Brian A.",2017,"Counterintuitive effects of negative social feedback on attention","Which stimuli we pay attention to is strongly influenced by learning. Stimuli previously associated with reward outcomes, such as money and food, and stimuli previously associated with aversive outcomes, such as monetary loss and electric shock, automatically capture attention. Social reward (happy expressions) can bias attention towards associated stimuli, but the role of negative social feedback in biasing attentional selection remains unexplored. On the one hand, negative social feedback often serves to discourage particular behaviours. If attentional selection can be curbed much like any other behavioural preference, we might expect stimuli associated with negative social feedback to be more readily ignored. On the other hand, if negative social feedback influences attention in the same way that other aversive outcomes do, such feedback might ironically bias attention towards the stimuli it is intended to discourage selection of. In the present study, participants first completed a training phase in which colour targets were associated with negative social feedback. Then, in a subsequent test phase, these same colour stimuli served as task-irrelevant distractors during a visual search task. The results strongly support the latter interpretation in that stimuli previously associated with negative social feedback impaired search performance.","10.1080/02699931.2015.1122576"
"202","Luque, David; Vadillo, Miguel A.; Le Pelley, Mike E.; Beesley, Tom",2017,"Prediction and uncertainty in associative learning: examining controlled and automatic components of learned attentional biases","It has been suggested that attention is guided by two factors that operate during associative learning: a predictiveness principle, by which attention is allocated to the best predictors of outcomes, and an uncertainty principle, by which attention is allocated to learn about the less known features of the environment. Recent studies have shown that predictiveness-driven attention can operate rapidly and in an automatic way to exploit known relationships. The corresponding characteristics of uncertainty-driven attention, on the other hand, remain unexplored. In two experiments we examined whether both predictiveness and uncertainty modulate attentional processing in an adaptation of the dot probe task. This task provides a measure of automatic orientation to cues during associative learning. The stimulus onset asynchrony of the probe display was manipulated in order to explore temporal characteristics of predictiveness-and uncertainty-driven attentional effects. Results showed that the predictive status of cues determined selective attention, with faster attentional capture to predictive than to non-predictive cues. In contrast, the level of uncertainty slowed down responses to the probe regardless of the predictive status of the cues. Both predictiveness-and uncertainty-driven attentional effects were very rapid (at 250 ms from cue onset) and were automatically activated.","10.1080/17470218.2016.1188407"
"203","McCoy, Bronagh; Theeuwes, Jan",2016,"Effects of reward on oculomotor control","The present study examines the extent to which distractors that signal the availability of monetary reward on a given trial affect eye movements. We used a novel eye movement task in which observers had to follow a target around the screen while ignoring distractors presented at varying locations. We examined the effects of reward magnitude and distractor location on a host of oculomotor properties, including saccade latency, amplitude, landing position, curvature, and erroneous saccades toward the distractor. We found consistent effects of reward magnitude on classic oculomotor phenomena such as the remote distractor effect, the global effect, and oculomotor capture by the distractor. We also show that a distractor in the visual hemifield opposite to the target had a larger effect on oculomotor control than an equidistant distractor in the same hemifield as the target. Bayesian hierarchical drift diffusion modeling revealed large differences in drift rate depending on the reward value, location, and visual hemifield of the distractor stimulus. Our findings suggest that high reward distractors not only capture the eyes but also affect a multitude of oculomotor properties associated with oculomotor inhibition and control.","10.1152/jn.00498.2016"
"204","Anderson, Brian A.",2016,"What is abnormal about addiction-related attentional biases?","Background: The phenotype of addiction includes prominent attentional biases for drug cues, which play a role in motivating drug-seeking behavior and contribute to relapse. In a separate line of research, arbitrary stimuli have been shown to automatically capture attention when previously associated with reward in non-clinical samples.Methods and results: Here, I argue that these two attentional biases reflect the same cognitive process. I outline five characteristics that exemplify attentional biases for drug cues: resistant to conflicting goals, robust to extinction, linked to dorsal striatal dopamine and to biases in approach behavior, and can distinguish between individuals with and without a history of drug dependence. I then go on to describe how attentional biases for arbitrary reward-associated stimuli share all of these features, and conclude by arguing that the attentional components of addiction reflect a normal cognitive process that promotes reward-seeking behavior. (C) 2016 Elsevier Ireland Ltd. All rights reserved.","10.1016/j.drugalcdep.2016.08.002"
"205","Dowd, Emma Wu; Mitroff, Stephen R.; LaBar, Kevin S.",2016,"Fear Generalization Gradients in Visuospatial Attention","Fear learning can be adaptively advantageous, but only if the learning is integrated with higher-order cognitive processes that impact goal-directed behaviors. Recent work has demonstrated generalization (i.e., transfer) of conditioned fear across perceptual dimensions and conceptual categories, but it is not clear how fear generalization influences other cognitive processes. The current study investigated how associative fear learning impacts higher-order visuospatial attention, specifically in terms of attentional bias toward generalized threats (i.e., the heightened assessment of potentially dangerous stimuli). We combined discriminative fear conditioning of color stimuli with a subsequent visual search task, in which targets and distractors were presented inside colored circles that varied in perceptual similarity to the fear-conditioned color. Skin conductance responses validated the fear-conditioning manipulation. Search response times indicated that attention was preferentially deployed not just to the specific fear-conditioned color, but also to similar colors that were never paired with the aversive shock. Furthermore, this attentional bias decreased continuously and symmetrically from the fear-conditioned value along the color spectrum, indicating a generalization gradient based on perceptual similarity. These results support functional accounts of fear learning that promote broad, defensive generalization of attentional bias toward threat.","10.1037/emo0000197"
"206","Roper, Zachary J. J.; Vecera, Shaun P.",2016,"Funny money: the attentional role of monetary feedback detached from expected value","Stimuli associated with monetary reward can become powerful cues that effectively capture visual attention. We examined whether such value-driven attentional capture can be induced with monetary feedback in the absence of an expected cash payout. To this end, we implemented images of U.S. dollar bills as reward feedback. Participants knew in advance that they would not receive any money based on their performance. Our reward stimuli-$5 and $20 bill images-were thus dissociated from any practical utility. Strikingly, we observed a reliable attentional capture effect for the mere images of bills. Moreover, this finding generalized to Monopoly money. In two control experiments, we found no evidence in favor of nominal or symbolic monetary value. Hence, we claim that bill images are special monetary representations, such that there are strong associations between the defining visual features of bills and reward, probably due to a lifelong learning history. Together, we show that the motivation to earn cash plays a minor role when it comes to monetary rewards, while bill-defining visual features seem to be sufficient. These findings have the potential to influence human factor applications, such as gamification, and can be extended to novel value systems, such as the electronic cash Bitcoin being developed for use in mobile banking. Finally, our procedure represents a proof of concept on how images of money can be used to conserve expenditures in the experimental context.","10.3758/s13414-016-1147-y"
"207","Munneke, Jaap; Belopolsky, Artem V.; Theeuwes, Jan",2016,"Distractors associated with reward break through the focus of attention","In the present study, we investigated the conditions in which rewarded distractors have the ability to capture attention, even when attention is directed toward the target location. Experiment 1 showed that when the probability of obtaining reward was high, all salient distractors captured attention, even when they were not associated with reward. This effect may have been caused by participants suboptimally using the 100%-valid endogenous location cue. Experiment 2 confirmed this result by showing that salient distractors did not capture attention in a block in which no reward was expected. In Experiment 3, the probability of the presence of a distractor was high, but it only signaled reward availability on a low number of trials. The results showed that those very infrequent distractors that signaled reward captured attention, whereas the distractors (both frequent and infrequent ones) not associated with reward were simply ignored. The latter experiment indicates that even when attention is directed to a location in space, stimuli associated with reward break through the focus of attention, but equally salient stimuli not associated with reward do not.","10.3758/s13414-016-1075-x"
"208","Pearson, Daniel; Osborn, Raphaella; Whitford, Thomas J.; Failing, Michel; Theeuwes, Jan; Le Pelley, Mike E.",2016,"Value-modulated oculomotor capture by task-irrelevant stimuli is a consequence of early competition on the saccade map","Recent research has shown that reward learning can modulate oculomotor and attentional capture by physically salient and task-irrelevant distractor stimuli, even when directing gaze to those stimuli is directly counterproductive to receiving reward. This value-modulated oculomotor capture effect may reflect biased competition in the oculomotor system, such that the relationship between a stimulus feature and reward enhances that feature's representation on an internal priority map. However, it is also possible that this effect is a result of reward reducing the threshold for a saccade to be made to salient items. Here, we demonstrate value-modulated oculomotor capture when two reward-associated distractor stimuli are presented simultaneously in the same search display. The influence of reward on oculomotor capture is found to be most prominent at the shortest saccade latencies. We conclude that the value-modulated oculomotor capture effect is a consequence of biased competition on the saccade priority map and cannot be explained by a general reduction in saccadic threshold.","10.3758/s13414-016-1135-2"
"209","Bucker, Berno; Theeuwes, Jan",2016,"Appetitive and aversive outcome associations modulate exogenous cueing","In two experiments, we utilized an exogenous cueing task in which different-colored abrupt-onset cues were associated with an appetitive (gain of 10 cents), aversive (loss of 5 cents), or neutral (no gain or loss) outcome. Reward delivery did not depend on performance, but instead the specific exogenous cues were always followed by their corresponding outcome in a classical-conditioning-like manner. Compared to neutral cues and independent of cue-target delay, the results of Experiment 1 showed that appetitive cues strengthened attentional capture, whereas aversive cues reduced attentional capture. The data revealed that both appetitive and aversive cues initially facilitated responding at the validly cued location. At the long cue-target delays, however, this facilitation effect at the validly cued location remained present for gain-associated cues while it reversed for loss-associated cues. The results of Experiment 2 confirmed these findings by showing that both neutral and aversive cues initially facilitated responding at the cued location and that, at long cue-target delays, aversive cues elicited stronger reorienting away from the cued location as compared to neutral cues. Together these findings indicate that all abrupt-onset cues initially capture attention independent of their outcome association. Yet, if time passes, attention remains lingering at the location of gain-associated cues, whereas attention is released and reoriented away from the location of loss-associated cues. Altogether, we show that associating the color of an abrupt-onset cue with an appetitive or aversive outcome can modulate attentional deployment following exogenous cueing.","10.3758/s13414-016-1107-6"
"210","Le Pelley, Mike E.; Mitchell, Chris J.; Beesley, Tom; George, David N.; Wills, Andy J.",2016,"Attention and Associative Learning in Humans: An Integrative Review","This article presents a comprehensive survey of research concerning interactions between associative learning and attention in humans. Four main findings are described. First, attention is biased toward stimuli that predict their consequences reliably (learned predictiveness). This finding is consistent with the approach taken by Mackintosh (1975) in his attentional model of associative learning in nonhuman animals. Second, the strength of this attentional bias is modulated by the value of the outcome (learned value). That is, predictors of high-value outcomes receive especially high levels of attention. Third, the related but opposing idea that uncertainty may result in increased attention to stimuli (Pearce & Hall, 1980), receives less support. This suggests that hybrid models of associative learning, incorporating the mechanisms of both the Mackintosh and Pearce-Hall theories, may not be required to explain data from human participants. Rather, a simpler model, in which attention to stimuli is determined by how strongly they are associated with significant outcomes, goes a long way to account for the data on human attentional learning. The last main finding, and an exciting area for future research and theorizing, is that learned predictiveness and learned value modulate both deliberate attentional focus, and more automatic attentional capture. The automatic influence of learning on attention does not appear to fit the traditional view of attention as being either goal-directed or stimulus-driven. Rather, it suggests a new kind of derived attention.","10.1037/bul0000064"
"211","Abrahamse, Elger; Braem, Senne; Notebaert, Wim; Verguts, Tom",2016,"Grounding Cognitive Control in Associative Learning","Cognitive control covers a broad range of cognitive functions, but its research and theories typically remain tied to a single domain. Here we outline and review an associative learning perspective on cognitive control in which control emerges from associative networks containing perceptual, motor, and goal representations. Our review identifies 3 trending research themes that are shared between the domains of conflict adaptation, task switching, response inhibition, and attentional control: Cognitive control is context-specific, can operate in the absence of awareness, and is modulated by reward. As these research themes can be envisaged as key characteristics of learning, we propose that their joint emergence across domains is not coincidental but rather reflects a (latent) growth of interest in learning-based control. Associative learning has the potential for providing broad-scaled integration to cognitive control theory, and offers a promising avenue for understanding cognitive control as a self-regulating system without postulating an ill-defined set of homunculi. We discuss novel predictions, theoretical implications, and immediate challenges that accompany an associative learning perspective on cognitive control.","10.1037/bul0000047"
"212","Anderson, Brian A.; Folk, Charles L.; Garrison, Rebecca; Rogers, Leeland",2016,"Mechanisms of Habitual Approach: Failure to Suppress Irrelevant Responses Evoked by Previously Reward-Associated Stimuli","Reward learning has a powerful influence on the attention system, causing previously reward-associated stimuli to automatically capture attention. Difficulty ignoring stimuli associated with drug reward has been linked to addiction relapse, and the attention system of drug-dependent patients seems especially influenced by reward history. This and other evidence suggests that value-driven attention has consequences for behavior and decision-making, facilitating a bias to approach and consume the previously reward-associated stimulus even when doing so runs counter to current goals and priorities. Yet, a mechanism linking value-driven attention to behavioral responding and a general approach bias is lacking. Here we show that previously reward-associated stimuli escape inhibitory processing in a go/no-go task. Control experiments confirmed that this value-dependent failure of goal-directed inhibition could not be explained by search history or residual motivation, but depended specifically on the learned association between particular stimuli and reward outcome. When a previously high-value stimulus is encountered, the response codes generated by that stimulus are automatically afforded high priority, bypassing goal-directed cognitive processes involved in suppressing task-irrelevant behavior.","10.1037/xge0000169"
"213","Mueller, Sascha; Rothermund, Klaus; Wentura, Dirk",2016,"Relevance drives attention: Attentional bias for gain- and loss-related stimuli is driven by delayed disengagement","Attentional bias to gain- and loss-related stimuli was investigated in a dot-probe task. We used coloured stimuli that had acquired their valence during the experiment by signalling the chance to either win or lose points in a game task. Replicating previous findings with the additional singleton paradigm, we found attentional bias effects for both gain- and loss-related colours. The effects were due to delayed disengagement from valent stimuli, especially if they were positive, and could not be explained by nonattentional processes like behavioural freezing. Our findings suggest that stimuli signalling opportunities and dangers hold attention, supporting a general motivational relevance principle of the orienting of attention.","10.1080/17470218.2015.1049624"
"214","Gong, Mengyuan; Yang, Feitong; Li, Sheng",2016,"Reward association facilitates distractor suppression in human visual search","Although valuable objects are attractive in nature, people often encounter situations where they would prefer to avoid such distraction while focusing on the task goal. Contrary to the typical effect of attentional capture by a reward-associated item, we provide evidence for a facilitation effect derived from the active suppression of a high reward-associated stimulus when cuing its identity as distractor before the display of search arrays. Selection of the target is shown to be significantly faster when the distractors were in high reward-associated colour than those in low reward-associated or non-rewarded colours. This behavioural reward effect was associated with two neural signatures before the onset of the search display: the increased frontal theta oscillation and the strengthened top-down modulation from frontal to anterior temporal regions. The former suggests an enhanced working memory representation for the reward-associated stimulus and the increased need for cognitive control to override Pavlovian bias, whereas the latter indicates that the boost of inhibitory control is realized through a frontal top-down mechanism. These results suggest a mechanism in which the enhanced working memory representation of a reward-associated feature is integrated with task demands to modify attentional priority during active distractor suppression and benefit behavioural performance.","10.1111/ejn.13174"
"215","Manohar, Sanjay G.; Husain, Masud",2016,"Human ventromedial prefrontal lesions alter incentivisation by reward","Although medial frontal brain regions are implicated in valuation of rewards, evidence from focal lesions to these areas is scant, with many conflicting results regarding motivation and affect, and no human studies specifically examining incentivisation by reward. Here, 19 patients with isolated, focal damage in ventral and medial prefrontal cortex were selected from a database of 453 individuals with subarachnoid haemorrhage. Using a speeded saccadic task based on the oculomotor capture paradigm, we manipulated the maximum reward available on each trial using an auditory incentive cue. Modulation of behaviour by motivation permitted quantification of reward sensitivity. At the group level, medial frontal damage was overall associated with significantly reduced effects of reward on invigorating saccadic velocity and autonomic (pupil) responses compared to age matched, healthy controls. Crucially, however, some individuals instead showed abnormally strong incentivisation effects for vigour. Increased sensitivity to rewards within the lesion group correlated with damage in subgenual ventromedial prefrontal cortex (vmPFC) areas, which have recently become the target for deep brain stimulation (DBS) in depression. Lesion correlations with clinical apathy suggested that the apathy associated with prefrontal damage is in fact reduced by damage at those coordinates. Reduced reward sensitivity showed a trend to correlate with damage near nucleus accumbens. Lesions did not, on the other hand, influence reward sensitivity of cognitive control, as measured by distractibility. Thus, although medial frontal lesions may generally reduce reward sensitivity, damage to key subregions paradoxically protect from this effect. (C) 2016 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license.","10.1016/j.cortex.2016.01.005"
"216","Failing, Michel; Theeuwes, Jan",2016,"Reward alters the perception of time","Recent findings indicate that monetary rewards have a powerful effect on cognitive performance. In order to maximize overall gain, the prospect of earning reward biases visual attention to specific locations or stimulus features improving perceptual sensitivity and processing. The question we addressed in this study is whether the prospect of reward also affects the subjective perception of time. Here, participants performed a prospective timing task using temporal oddballs. The results show that temporal oddballs, displayed for varying durations, presented in a sequence of standard stimuli were perceived to last longer when they signaled a relatively high reward compared to when they signaled no or low reward. When instead of the oddball the standards signaled reward, the perception of the temporal oddball remained unaffected. We argue that by signaling reward, a stimulus becomes subjectively more salient thereby modulating its attentional deployment and distorting how it is perceived in time. (c) 2015 Elsevier B.V. All rights reserved.","10.1016/j.cognition.2015.12.005"
"217","Anderson, Brian A.; Kuwabara, Hiroto; Wong, Dean F.; Gean, Emily G.; Rahmim, Arman; Brasic, James R.; George, Noble; Frolov, Boris; Courtney, Susan M.; Yantis, Steven",2016,"The Role of Dopamine in Value-Based Attentional Orienting","Reward learning gives rise to strong attentional biases. Stimuli previously associated with reward automatically capture visual attention regardless of intention [1-12]. Dopamine signaling within the ventral striatum plays an important role in reward learning, representing the expected reward initiated by a cue [13, 14]. How dopamine and the striatum may be involved in maintaining behaviors that have been shaped by reward learning, even after reward expectancies have changed, is less well understood [15]. Nonspecific measures of brain activity have implicated the striatum in value-based attention [11, 12, 16-18]. However, the neurochemical mechanisms underlying the attentional priority of learned reward cues remain unexplored. Here, we investigated the contribution of dopamine to value-based attention using positron emission tomography (PET) with [C-11] raclopride. We show that, in the explicit absence of reward, the magnitude of attentional capture by previously reward-associated but currently task-irrelevant distractors is correlated across individuals with changes in available D-2/D-3 dopamine receptors (presumably due to intrasynaptic dopamine) linked to distractor processing within the right caudate and posterior putamen. Our findings provide direct evidence linking dopamine signaling within the striatum to the involuntary orienting of attention, and specifically to the attention-grabbing quality of learned reward cues. These findings also shed light on the neurochemical basis of individual susceptibility to value-driven attentional capture, which is known to play a role in addiction [19-21]. More broadly, the present study highlights the value and feasibility of using PET to relate changes in the release of a neurotransmitter to learning-dependent changes in healthy adults.","10.1016/j.cub.2015.12.062"
"218","Sha, Li Z.; Jiang, Yuhong V.",2016,"Components of reward-driven attentional capture","Recent research reported that task-irrelevant colors captured attention if these colors previously served as search targets and received high monetary reward. We showed that both monetary reward and value-independent mechanisms influenced selective attention. Participants searched for two potential target colors among distractor colors in the training phase. Subsequently, they searched for a shape singleton in a testing phase. Experiment 1 found that participants were slower in the testing phase if a distractor of a previous target color was present rather than absent. Such slowing was observed even when no monetary reward was used during training. Experiment 2 associated monetary rewards with the target colors during the training phase. Participants were faster finding the target associated with higher monetary reward. However, reward training did not yield value-dependent attentional capture in the testing phase. Attentional capture by the previous target colors was not significantly greater for the previously high-reward color than the previously low or no-reward color. These findings revealed both the power and limitations of monetary reward on attention. Although monetary reward can increase attentional priority for the high-reward target during training, subsequent attentional capture effects may not be reward-based, but reflect, in part, attentional capture by previous targets.","10.3758/s13414-015-1038-7"
"219","Anderson, Brian A.",2016,"Value-driven attentional capture in the auditory domain","It is now well established that the visual attention system is shaped by reward learning. When visual features are associated with a reward outcome, they acquire high priority and can automatically capture visual attention. To date, evidence for value-driven attentional capture has been limited entirely to the visual system. In the present study, I demonstrate that previously reward-associated sounds also capture attention, interfering more strongly with the performance of a visual task. This finding suggests that value-driven attention reflects a broad principle of information processing that can be extended to other sensory modalities and that value-driven attention can bias cross-modal stimulus competition.","10.3758/s13414-015-1001-7"
"220","Munneke, Jaap; Hoppenbrouwers, Sylco S.; Theeuwes, Jan",2015,"Reward can modulate attentional capture, independent of top-down set","The traditional distinction between exogenous and endogenous attentional control has recently been enriched with an additional mode of control, termed selection history. Recent findings have indicated, for instance, that previously rewarded or punished stimuli capture more attention than their physical attributes would predict. As such, the value that is associated with certain stimuli modulates attentional capture. This particular influence has also been shown for endogenous attention. Although recent leads have emerged, elucidating the influences of reward on exogenous and endogenous attention, it remains unclear to what extent exogenous attention is modulated by reward when endogenous attention is already deployed. We used a Posner cueing task in which exogenous and endogenous cues were presented to guide attention. Crucially, the exogenous cue also indicated the reward value. That is, the color of the exogenous cue indicated how much reward could be obtained on a given trial. The results showed main effects of endogenous and exogenous attention (i.e., speeded reaction times when either cue was valid, as compared to when it was invalid). Crucially, an interaction between exogenous cue validity and reward level was observed, indicating that reward-based associative-learning processes rapidly influence attentional capture, even when endogenous attention has been actively deployed.","10.3758/s13414-015-0958-6"
"221","Failing, Michel; Nissens, Tom; Pearson, Daniel; Le Pelley, Mike; Theeuwes, Jan",2015,"Oculomotor capture by stimuli that signal the availability of reward","It is well known that eye movement patterns are influenced by both goal- and salience-driven factors. Recent studies, however, have demonstrated that objects that are nonsalient and task irrelevant can still capture our eyes if moving our eyes to those objects has previously produced reward. Here we demonstrate that training such an association between eye movements to an object and delivery of reward is not needed. Instead, an object that merely signals the availability of reward captures the eyes even when it is physically nonsalient and never relevant for the task. Furthermore, we show that oculomotor capture by reward is more reliably observed in saccades with short latencies. We conclude that a stimulus signaling high reward has the ability to capture the eyes independently of bottom-up physical salience or top-down task relevance and that the effect of reward affects early selection processes.","10.1152/jn.00441.2015"
"222","Jiang, Yuhong V.; Sha, Li Z.; Remington, Roger W.",2015,"Modulation of spatial attention by goals, statistical learning, and monetary reward","This study documented the relative strength of task goals, visual statistical learning, and monetary reward in guiding spatial attention. Using a difficult T-among-L search task, we cued spatial attention to one visual quadrant by (i) instructing people to prioritize it (goal-driven attention), (ii) placing the target frequently there (location probability learning), or (iii) associating that quadrant with greater monetary gain (reward-based attention). Results showed that successful goal-driven attention exerted the strongest influence on search RT. Incidental location probability learning yielded a smaller though still robust effect. Incidental reward learning produced negligible guidance for spatial attention. The 95 % confidence intervals of the three effects were largely nonoverlapping. To understand these results, we simulated the role of location repetition priming in probability cuing and reward learning. Repetition priming underestimated the strength of location probability cuing, suggesting that probability cuing involved long-term statistical learning of how to shift attention. Repetition priming provided a reasonable account for the negligible effect of reward on spatial attention. We propose a multiple-systems view of spatial attention that includes task goals, search habit, and priming as primary drivers of top-down attention.","10.3758/s13414-015-0952-z"
"223","Belopolsky, Artem V.",2015,"Common Priority Map for Selection History, Reward and Emotion in the Oculomotor System","In natural scenes, many objects compete for visual selection. However, it is not always clear why certain objects win this competition. I will demonstrate that the eye movement system lives in a constant state of competition among different oculomotor programs. This competition is not limited to the competition between the current goals of the observer and salient objects in the environment but incorporates independent influences from memory, reward, and emotional systems. These involuntary and automatic biases often overcome the goal-directed selection and expose severe limits in goal-driven control. There is also a striking similarity in the way that these very different sources of bias activate the oculomotor system and compete for representation. The inputs from various information sources are integrated in the common map in the oculomotor system for the sole purpose of improving the efficiency of oculomotor selection.","10.1177/0301006615596866"
"224","Pearson, Daniel; Donkin, Chris; Tran, Sophia C.; Most, Steven B.; Le Pelley, Mike E.",2015,"Cognitive control and counterproductive oculomotor capture by reward-related stimuli","Two experiments investigated the extent to which value-modulated oculomotor capture is subject to top-down control. In these experiments, participants were never required to look at the reward-related stimuli; indeed, doing so was directly counterproductive because it caused omission of the reward that would otherwise have been obtained. In Experiment 1, participants were explicitly informed of this omission contingency. Nevertheless, they still showed counterproductive oculomotor capture by reward-related stimuli, suggesting that this effect is relatively immune to cognitive control. Experiment 2 more directly tested whether this capture is controllable by comparing the performance of participants who either had or had not been explicitly informed of the omission contingency. There was no evidence that value-modulated oculomotor capture differed between the two conditions, providing further evidence that this effect proceeds independently of cognitive control. Taken together, the results of the present research provide strong evidence for the automaticity and cognitive impenetrability of value-modulated attentional capture.","10.1080/13506285.2014.994252"
"225","Sarabi M.T., Zimmermann E.",2025,"Time is Confidence: Monetary Incentives Metacognitive Profile on Duration Judgment","The question we addressed in the current study is whether the mere prospect of monetary reward gain affects subjective time perception. To test this question, we collected trial-based confidence reports in a task where participants made categorical decisions about probe durations relative to the reference duration. When there was a potential to gain a monetary reward, the duration was perceived to be longer than in the neutral condition. Confidence, which reflects the perceived probability of being correct, was higher in the reward gain condition than in the neutral condition. We found that confidence influences the sense of time in different participants. Participants with high confidence reported perceiving the duration signaled by the monetary gain condition longer than participants with low confidence. Our results showed that only high confidence individuals overestimated the context of monetary gain. Finally, we found a negative relationship between confidence and time perception, and that confidence bias at the maximum uncertainty duration of 450 ms is predictive of time perception. Taken together, the current study demonstrates that subjective measures of the confidence profile caused an overestimation of time rather than the outcome valence of reward expectancy. © 2025 The Author(s).","10.5334/joc.414"
"226","Zhao X., Hu J., Liu M., Li Q., Yang Q.",2025,"Immunity for counterproductive attentional capture by reward signals among individuals with depressive symptoms","Objectives: This study aimed to investigate the characteristics of attentional capture by reward signals in individuals with depression during classical conditioning. Methods: A variant of the additional singleton paradigm was adopted with a high- or low-reward signal as the prominent distracting stimulus. In Experiment 1, 46 participants with depressive symptoms and 46 healthy controls were asked to conduct a keypress response to the visual target. In Experiment 2, 58 participants with depressive symptoms and 58 healthy controls were asked to conduct a fixation response to the visual target. Results: In the keypress response task, the presence of high-reward signals slowed down the responses of participants in the control group, whereas the response times of individuals with depression were not significantly affected. In the fixation response task, when the high-reward signal was presented, individuals with depression were more likely to choose the target location as the first saccade destination, compared with healthy controls. In addition, individuals with depression exhibited fewer oculomotor capture by high-reward signals than healthy controls, a trait which was closely linked to the enhanced saccadic inhibition. Conclusion: The results of our study indicated that individuals with depression exhibited an abnormality in attentional capture by reward-related conditioned stimuli during classical conditioning. © 2024 Elsevier Ltd","10.1016/j.brat.2024.104664"
"227","Kim S., Harman J.L., Beck M.R.",2022,"Diminishing sensitivity and absolute difference in value-driven attention","Kim and Beck (2020b) demonstrated that value-driven attention is based on relative value rather than absolute value, suggesting that prospect theory is relevant to our understanding of value-driven attention. To further this understanding, the present study investigated the impacts of diminishing sensitivity on value-driven attention. According to diminishing sensitivity, changes in outcomes have greater impacts nearer the reference point of 0 than farther from the point. Thus, the difference between $1 and $100 looms larger than that between $901 and $1000, due to their different ratios (100/1 > 1000/901). However, according to the absolute difference hypothesis, the differences should have similar impacts due to the absolute differences being the same (100 -1 = 1000 - 901). Experiment 1 investigated whether diminishing sensitivity operates in the modified value-driven attention paradigm while controlling the impact of absolute differences. In the training phase, 100-point and 1000-point color targets had references of 1-point and 901-point color targets, respectively. In the test phase, 100-point color distractors attracted attention more than 1000-point color distractors, supporting the diminishing sensitivity hypothesis. Experiment 2 examined the absolute difference hypothesis while controlling the impact of diminishing sensitivity. Contrary to the absolute difference hypothesis, the test phase showed that 1000-point color distractors (compared with 10-point colors for a 990 absolute difference in the training phase) failed to attract attention more than 100-point color distractors (compared with 1-point colors, for a 99 absolute difference). These results suggest that diminishing sensitivity rather than absolute difference influences value-driven attention, further supporting the relevance of prospect theory to value-driven attention. © 2022. All Rights Reserved.","10.1167/JOV.22.1.12"
"228","Albertella L., Watson P., Yücel M., Le Pelley M.E.",2019,"Persistence of value-modulated attentional capture is associated with risky alcohol use","Background: This study examined how risky patterns of alcohol use might be related to the persistence of learned attentional capture during reversal of stimulus–reward contingencies. Methods: Participants were 122 healthy adults (mean age 21 years, 66% female) who completed an assessment including a visual search task to measure value-modulated attentional capture, with a reversal phase following a period of initial training. The assessment also included questions about alcohol use. Results: Overall, attentional capture was greater for distractors associated with high reward than for those associated with low reward, replicating previous findings of value-modulated attentional capture. When stimulus–reward contingencies were reversed, a higher persistence of learned attentional capture was associated with risky patterns of alcohol use. Conclusion: This result highlights how value-modulated attentional capture may persist and is associated with risky alcohol use in a non-clinical sample. Future research (potentially with clinical samples of heavy drinkers) aimed towards understanding the mechanisms that drive these reversal deficits, and their relation to other compulsive behaviours, may provide important insights into the development and maintenance of addictive behaviours. © 2019","10.1016/j.abrep.2019.100195"
"229","Theeuwes J.",2018,"Visual selection: Usually fast and automatic; Seldom slow and volitional","Recently it was argued that in addition to top-down and bottom-up processes, lingering biases of selection history play a major role in visual selection (Awh, Belopolsky & Theeuwes, 2012). Since its publication there has been a growing controversy about the terms top-down, bottom-up and selection-history in relation to visual selection. In the current paper we define these terms, discuss some controversies about these terms and explain what kind of effects should be considered to be the result of lingering biases of selection history, i.e., priming, reward/fear, and statistical learning. We discuss the properties of top-down selection (slow, effortful, and controlled) versus the properties of lingering biases of selection history (fast, effortless, and automatic). We adhere the position that the experience with selecting a particular feature or the location of a feature, may boost and sharpen its representation within the priority selection map above and beyond its physical salience. It is as if the experience may render a feature or location subjectively more salient. Our message of the current review is that true top-down control of visual selection occurs far less often than what is typically assumed. Most of the time, selection is based on experience and history. It is fast, automatic and occurs without much, if any, effort. Copyright © 2018 Ubiquity Press.","10.5334/joc.13"
"230","Anderson B.A.",2016,"The attention habit: How reward learning shapes attentional selection","There is growing consensus that reward plays an important role in the control of attention. Until recently, reward was thought to influence attention indirectly by modulating task-specific motivation and its effects on voluntary control over selection. Such an account was consistent with the goal-directed (endogenous) versus stimulus-driven (exogenous) framework that had long dominated the field of attention research. Now, a different perspective is emerging. Demonstrations that previously reward-associated stimuli can automatically capture attention even when physically inconspicuous and task-irrelevant challenge previously held assumptions about attentional control. The idea that attentional selection can be value driven, reflecting a distinct and previously unrecognized control mechanism, has gained traction. Since these early demonstrations, the influence of reward learning on attention has rapidly become an area of intense investigation, sparking many new insights. The result is an emerging picture of how the reward system of the brain automatically biases information processing. Here, I review the progress that has been made in this area, synthesizing a wealth of recent evidence to provide an integrated, up-to-date account of value-driven attention and some of its broader implications. © 2016 The New York Academy of Sciences.","10.1111/nyas.12957"
