Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Zhao J., Gao Y., Zhou S., Yan C., Hu X., Song F., Hu S., Wang Y., Kong F.","54894655200;57219235569;57210260632;57738235700;58990839500;57214440128;57217287191;52264906000;57195717499;","Impact of relative and absolute values on orienting attention in time",2024,"Psychological Research","88","5",,"1758","1770",,,"10.1007/s00426-024-01965-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190713163&doi=10.1007%2fs00426-024-01965-6&partnerID=40&md5=ed9db22a5a8cb511b328f6fe5b1e806a","Reward has been known to render the reward-associated stimulus more salient to block effective attentional orienting in space. However, whether and how reward influences goal-directed attention in time remains unclear. Here, we used a modified attentional cueing paradigm to explore the effect of reward on temporal attention, in which the valid targets were given a low monetary reward and invalid targets were given a high monetary reward. The results showed that the temporal cue validity effect was significantly smaller when the competitive reward structure was employed (Experiment 1), and we ruled out the possibility that the results were due to the practice effect (Experiment 2a) or a reward-promoting effect (Experiment 2b). When further strengthening the intensity of the reward from 1:10 to 1:100 (Experiment 3), we found a similar pattern of results to those in Experiment 1. These results suggest that reward information which was based on relative instead of absolute values can weaken, but not reverse, the orienting attention in time. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.",Article,"Final","",Scopus,2-s2.0-85190713163
"Holton E., Grohn J., Ward H., Manohar S.G., O’Reilly J.X., Kolling N.","57209812713;56042168400;58632421100;22835542800;57206892885;54883946500;","Goal commitment is supported by vmPFC through selective attention",2024,"Nature Human Behaviour","8","7",,"1351","1365",,2,"10.1038/s41562-024-01844-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190674333&doi=10.1038%2fs41562-024-01844-5&partnerID=40&md5=1f041a4c62f1c1f6bebc7d2b3c2b1df8","When striking a balance between commitment to a goal and flexibility in the face of better options, people often demonstrate strong goal perseveration. Here, using functional MRI (n = 30) and lesion patient (n = 26) studies, we argue that the ventromedial prefrontal cortex (vmPFC) drives goal commitment linked to changes in goal-directed selective attention. Participants performed an incremental goal pursuit task involving sequential decisions between persisting with a goal versus abandoning progress for better alternative options. Individuals with stronger goal perseveration showed higher goal-directed attention in an interleaved attention task. Increasing goal-directed attention also affected abandonment decisions: while pursuing a goal, people lost their sensitivity to valuable alternative goals while remaining more sensitive to changes in the current goal. In a healthy population, individual differences in both commitment biases and goal-oriented attention were predicted by baseline goal-related activity in the vmPFC. Among lesion patients, vmPFC damage reduced goal commitment, leading to a performance benefit. © The Author(s) 2024.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85190674333
"Watson P., Prior K., Ridley N., Monds L., Manning V., Wiers R.W., Le Pelley M.E.","55340167900;56242381300;56404325400;35752311000;6602522258;6701516741;6603589906;","Sign-tracking to non-drug reward is related to severity of alcohol-use problems in a sample of individuals seeking treatment",2024,"Addictive Behaviors","154",,"108010","","",,2,"10.1016/j.addbeh.2024.108010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187401447&doi=10.1016%2fj.addbeh.2024.108010&partnerID=40&md5=f8e12339bc64607ee8d39a270f5acb6b","Background: A prominent neuroscientific theory of drug addiction is the incentive sensitization model. Individual differences in the tendency to ascribe motivational salience to cues that predict reward, and involuntary “sign-tracking” (orientation towards) such cues have been identified as potentially important in understanding vulnerability to addiction and relapse. However, to date this behaviour has not been assessed in a treatment-seeking clinical population, who typically represent those most susceptible to alcohol-related harms and episodes of relapse. This highlights a significant gap in the literature pertaining to incentive sensitization and drug dependence. Methods: Individuals accessing inpatient drug and alcohol services with alcohol as primary drug of concern were recruited to participate in a Cognitive Bias Modification (CBM) intervention. At the baseline assessment, participants completed various self-report measures (including the Alcohol Use Disorders Identification Test; AUDIT) in addition to a visual search task measuring sign-tracking to cues signalling monetary reward. At 3-month follow up, abstinence from alcohol was the primary outcome measure. All analyses and hypotheses were pre-registered. Results: At baseline (57 participants), AUDIT scores correlated with sign-tracking to signals of monetary reward. In a subsequent regression analysis sign-tracking, gender and self-reported alcohol craving predicted abstinence at 3-month follow up (41 participants). Conclusions: Our work demonstrates that involuntary sign-tracking to cues signalling non-drug reward is associated with problematic alcohol use and return to use at 3-month follow up, in a treatment-seeking sample. Whether this automatic prioritisation of cues signalling reward is a consequence or vulnerability for problematic alcohol use remains to be investigated. © 2024 The Authors",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85187401447
"Freichel R., Christensen E., Mrkonja L., de Jong P.J., Cousijn J., Franken I., Yücel M., Lee R., Veer I.M., Albertella L., Wiers R.W.","57744747900;57208839029;57252961800;7402785158;42461253100;6603898904;7006258831;54385436600;25931182000;15025915100;6701516741;","Attentional Biases and Their Association with Substance-Use-Related Problems and Addictive Behaviors: The Utility of a Gamified Value-Modulated Attentional Capture Task",2024,"Addictive Behaviors Reports","19",,"100534","","",,,"10.1016/j.abrep.2024.100534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185590200&doi=10.1016%2fj.abrep.2024.100534&partnerID=40&md5=6a4f09bc51952e489cd055b8f6024a1a","Background: Attentional biases towards reward stimuli have been implicated in substance use-related problems. The value-modulated attentional capture (VMAC) task assesses such reward-related biases. The VMAC task widely used in lab studies tends to be monotonous and susceptible to low effort. We therefore tested a gamified online version of the VMAC that aimed to increase participant engagement. Our goal was to examine how VMAC is associated with substance use-related problems and addictive behaviors, and whether this association is moderated by cognitive control. Methods: We recruited 285 participants from an online community, including heavy alcohol users. All participants completed a novel gamified version of the VMAC task, measures of substance use and addictive behaviors (addictive-like eating behavior, problematic smartphone use), the WebExec measure of problems with executive functions, and the Stroop Adaptive Deadline Task (SDL) as a measure of cognitive control. Results: The gamified VMAC task successfully identified value-modulated attentional capture effects towards high-reward stimuli. We found no significant associations between VMAC scores, problematic alcohol or cannabis use, addictive behaviors, or any moderation by a behavioral measure of cognitive control. Exploratory analyses revealed that self-reported cognitive problems were associated with more alcohol-, and cannabis-related problems, and addictive behaviors. Greater attentional capture (VMAC) was associated with more cannabis use-related problems among individuals with higher levels of self-reported cognitive problems. Conclusions: Our study is one of the first to demonstrate the utility of the gamified version of the VMAC task in capturing attentional reward biases. Self-reported problems with cognitive functions represent a key dimension associated with substance use-related problems and addictive behaviors. © 2024 The Author(s)",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85185590200
"Le Pelley M.E., Watson P., Wiers R.W.","6603589906;55340167900;6701516741;","Biased Choice and Incentive Salience: Implications for Addiction",2024,"Behavioral Neuroscience","138","4",,"235","243",,1,"10.1037/bne0000583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203856725&doi=10.1037%2fbne0000583&partnerID=40&md5=e3f5160b8e36f8f1864b15467d9789a6","Before we can make any choice, we must gather information from the environment about what our options are. This information-gathering process is critically mediated by attention, and our attention is, in turn, shaped by our previous experiences with—and learning about—stimuli and their consequences. In this review, we highlight studies demonstrating a rapid and automatic influence of reward learning on attentional capture and argue that these findings provide a human analog of sign-tracking behavior observed in nonhuman animals—wherein signals of reward gain incentive salience and become attractive targets for attention (and overt behavior) in their own right. We then consider the implications of this idea for understanding the drivers of cue-controlled behavior, with focus on addiction as a case in which choices with regard to reward-related stimuli can become injurious to health. We argue that motivated behavior in general—and addiction in particular—can be understood within a “biased competition” framework: Different options and outcomes compete for attentional priority as a function of top–down goals, bottom–up salience, and prior experience, and the winner of this competition becomes the target for subsequent outcome-directed and flexible behavior. Finally, we outline the implications of the biased-competition framework for cognitive, behavioral, and socioeconomic interventions for addiction. © 2024 The Author(s)",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85203856725
"Pearson D., Chong A., Chow J.Y.L., Garner K.G., Theeuwes J., Le Pelley M.E.","56402562600;59166085400;57203663063;36611551200;7006932399;6603589906;","Uncertainty-Modulated Attentional Capture: Outcome Variance Increases Attentional Priority",2024,"Journal of Experimental Psychology: General","153","6",,"1628","1643",,1,"10.1037/xge0001586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195587364&doi=10.1037%2fxge0001586&partnerID=40&md5=2d94fe2edd3a45cb923a1a7bcb2285b0","Our prior experiences shape the way that we prioritize information from the environment for further processing, analysis, and action. We show in three experiments that this process of attentional prioritization is critically modulated by the degree of uncertainty in these previous experiences. Participants completed a visual search task in which they made a saccade to a target to earn a monetary reward. The color of a color-singleton distractor in the search array signaled the reward outcome(s) that were available, with different degrees of variance (uncertainty). Participants were never required to look at the colored distractor, and doing so would slow their response to the target. Nevertheless, across all experiments, participants were more likely to look at distractors associated with high outcome variance versus low outcome variance. This pattern was observed when all distractors had equal expected value (Experiment 1), when the difference in variance was opposed by a difference in expected value (i.e., the high-variance distractor had a low expected value, and vice versa: Experiment 2), and when high- and low-variance distractors were paired with the maximum-value outcome on an equal proportion of trials (Experiment 3). Our findings demonstrate that experience of prediction error plays a fundamental role in guiding “attentional exploration,” wherein priority is driven by the potential for a stimulus to reduce future uncertainty through a process of learning, as opposed to maximizing current information gain. © 2024 The Author(s)",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85195587364
"Anderson B.A.","36058352000;","Trichotomy revisited: A monolithic theory of attentional control",2024,"Vision Research","217",,"108366","","",,1,"10.1016/j.visres.2024.108366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185772176&doi=10.1016%2fj.visres.2024.108366&partnerID=40&md5=e59cd451bb4fff1954ac4f19b3b20294","The control of attention was long held to reflect the influence of two competing mechanisms of assigning priority, one goal-directed and the other stimulus-driven. Learning-dependent influences on the control of attention that could not be attributed to either of those two established mechanisms of control gave rise to the concept of selection history and a corresponding third mechanism of attentional control. The trichotomy framework that ensued has come to dominate theories of attentional control over the past decade, replacing the historical dichotomy. In this theoretical review, I readily affirm that distinctions between the influence of goals, salience, and selection history are substantive and meaningful, and that abandoning the dichotomy between goal-directed and stimulus-driven mechanisms of control was appropriate. I do, however, question whether a theoretical trichotomy is the right answer to the problem posed by selection history. If we reframe the influence of goals and selection history as different flavors of memory-dependent modulations of attentional priority and if we characterize the influence of salience as a consequence of insufficient competition from such memory-dependent sources of priority, it is possible to account for a wide range of attention-related phenomena with only one mechanism of control. The monolithic framework for the control of attention that I propose offers several concrete advantages over a trichotomy framework, which I explore here. © 2024",Article,"Final","",Scopus,2-s2.0-85185772176
"Du Y., Yang H.","58799581000;36618479600;","The influence of subjective value on mobile payment security warnings: An eye movement study",2024,"Displays","82",,"102629","","",,,"10.1016/j.displa.2023.102629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181777271&doi=10.1016%2fj.displa.2023.102629&partnerID=40&md5=0ba3ea93b80028c36741e8509890845d","Payment security has become a vital issue with the popularization of mobile payments among people and in various fields. Warnings are designed to alert users to potential risks but are only effective if users understand them. The current study aims to investigate whether the subjective value of colour formed by experiences influences the effectiveness of mobile payment security warnings. Using eye-tracking techniques, Experiment 1 compared the difference in user behaviour between the high-risk condition (red warnings) and the low-risk condition (green warnings). Experiment 2 detected whether the amounts transferred impacted users' behaviour that was affected by the subjective value of colour. The results showed that compared to a warning with a low-risk condition, warnings with a high-risk condition could capture the attention of participants more quickly, leading to more payment rejection. The results also showed that when making macro payments, the amounts may be prioritized over the subjective value of colour to drive attention and make the payment decision. This study shows the influence of users' characteristics on the interaction process and provides data to support interaction interface design and user behaviour research. © 2023 Elsevier B.V.",Article,"Final","",Scopus,2-s2.0-85181777271
"Cherkasova M.V., Clark L., Barton J.J.S., Stoessl A.J., Winstanley C.A.","6602626118;56009858300;13612305800;7004896118;7005018303;","Risk-promoting effects of reward-paired cues in human sign- and goal-trackers",2024,"Behavioural Brain Research","461",,"114865","","",,5,"10.1016/j.bbr.2024.114865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183544961&doi=10.1016%2fj.bbr.2024.114865&partnerID=40&md5=33cd9155967ca72f5f4fc46cee6502b7","Animal research suggests trait-like individual variation in the degree of incentive salience attribution to reward-predictive cues, defined phenotypically as sign-tracking (high) and goal-tracking (low incentive salience attribution). While these phenotypes have been linked to addiction features in rodents, their translational validity is less clear. Here, we examined whether sign- and goal-tracking in healthy human volunteers modulates the effects of reward-paired cues on decision making. Sign-tracking was measured in a Pavlovian conditioning paradigm as the amount of eye gaze fixation on the reward-predictive cue versus the location of impending reward delivery. In Study 1 (Cherkasova et al., 2018), participants were randomly assigned to perform a binary choice task in which rewards were either accompanied (cued, n = 63) or unaccompanied (uncued, n = 68) by money images and casino jingles. In Study 2, participants (n = 58) performed cued and uncued versions of the task in a within-subjects design. Across both studies, cues promoted riskier choice. Sign-tracking was not associated with risky choice in either study. Goal-tracking rather than sign-tracking was significantly associated with greater risk-promoting effects of cues in Study 1 but not in Study 2, although the direction of findings was consistent across both studies. These findings are at odds with the notion of sign-trackers being preferentially susceptible to the influence of reward cues on behavior and point to the role of mechanisms besides incentive salience in mediating such influences. © 2024 Elsevier B.V.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85183544961
"Stanković M., Müller H.J., Shi Z.","56576024500;7404943861;14828393200;","Task-irrelevant valence-preferred colors boost visual search for a singleton-shape target",2024,"Psychological Research","88","2",,"417","437",,4,"10.1007/s00426-023-01880-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173888073&doi=10.1007%2fs00426-023-01880-2&partnerID=40&md5=c3e041bd663d1d7bf0afc27e4a820d51","Some studies have suggested that emotion-associated features might influence attentional capture. However, demonstrating valence-dependent distractor interference has proven challenging, possibly due to the neglect of individuals’ color–valence preferences in standard, averaged reaction-time (RT) measures. To address this, we investigated valence-driven attentional-capture using an association phase in which emotionally neutral vs. positive-feedback photographs were paired with two alternative target colors, red vs. green. This was followed by a test phase requiring participants to search for a pop-out shape target in the presence or absence of an emotion-associated color. In Experiments 1 and 2, this color could only appear in a distractor, while in Experiment 3, it appeared in the target. Analyzing the standard, averaged RT measures, we found no significant valence association or valence-modulated attentional capture. However, correlational analyses revealed a positive relationship between individual participants’ color–valence preference during the association phase and their valence-based effect during the test phase. Moreover, most individuals favored red over green in the association phase, leading to marked color-related asymmetries in the average measures. Crucially, the presence of the valence-preferred color anywhere in the test display facilitated RTs. This effect persisted even when the color appeared in one of the distractors (Experiments 1 and 2), at variance with this distractor capturing attention. These findings suggest that task-irrelevant valence-preferred color signals were registered pre-attentively and boosted performance, likely by raising the general (non-spatial) alertness level. However, these signals were likely kept out of attentional-priority computation to prevent inadvertent attentional capture. © The Author(s) 2023.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85173888073
"Sosa R.","37102655300;","Beyond belongingness: Rethinking innate behavioral predispositions, learning constraints, and cognitive capacities",2024,"Adaptive Behavior","32","1",,"71","93",,,"10.1177/10597123221097451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130280024&doi=10.1177%2f10597123221097451&partnerID=40&md5=588a98e574bfd0aeb09c157a62cbe9c3","Learning is a major determinant of behavioral change for some organisms through their lifecycles. From an associative perspective, learning is assumed to occur whenever organisms experience particular statistical regularities in their environment; specifically, meaningful outcomes that follow certain cues or actions chiefly contribute to behavioral change. However, numerous empirical reports reveal that not all cue–outcome and action–outcome combinations are learned equally well, a phenomenon that is termed belongingness. Those reports are valuable as descriptive-level knowledge, but beg further considerations, like what is the origin, adaptive value of, and underlying mechanisms associated with the predisposition to couple particular events. Contrary to what is often assumed, the mere observation of learning predispositions says little as to whether they arise from genetics, are constrained by hardwired neural circuitries, or have been ecologically advantageous in an evolutionary timescale. The present paper aims to present a number of notions from different research fields outside the hard core of associative learning and, in so doing, provides elements for careful study and conceptualization of this issue. Thereafter, these notions are pooled to understand behavioral variation in a wide array of phenomena, thus, bringing a more informed approach to the nature versus nurture debate. © The Author(s) 2022.",Review,"Final","",Scopus,2-s2.0-85130280024
